"GeneID"	"D.RM1_1"	"D.RM1_2"	"D.RM1_3"	"RM1_1"	"RM1_2"	"RM1_3"	"R.RM1_1"	"R.RM1_2"	"R.RM1_3"	"geneName"	"geneType"
"ENSMUSG00000082417.1"	0	0	1.01	0	0	0	0	0	0	"Gm13740"	"processed_pseudogene"
"ENSMUSG00000082418.1"	16	27	18	7	3	0	0	0	7	"Gm13126"	"processed_pseudogene"
"ENSMUSG00000082419.3"	29.78	1.57	7.19	10.67	22.53	4.48	3.25	4.67	2.87	"Gm11425"	"processed_pseudogene"
"ENSMUSG00000082420.2"	6	0	0	1	0	1	0	2	0	"Gm6517"	"processed_pseudogene"
"ENSMUSG00000082421.1"	0	0	0	0	0	0	0	0	0	"Gm15004"	"processed_pseudogene"
"ENSMUSG00000082422.1"	3	3	2	0	0	0	0	0	0	"Gm6973"	"processed_pseudogene"
"ENSMUSG00000082423.1"	0	6	0	0	0	0	0	0	3	"Gm15148"	"processed_pseudogene"
"ENSMUSG00000082424.4"	5.36	5.27	3.46	18.07	60.3	15.41	20.46	17.16	16.19	"Gm13292"	"processed_pseudogene"
"ENSMUSG00000082426.1"	0	7	2	0	0	0	0	0	0	"Gm14610"	"processed_pseudogene"
"ENSMUSG00000082427.2"	0	5	5	0	0	0	0	0	0	"Olfr1327-ps1"	"unprocessed_pseudogene"
"ENSMUSG00000082428.1"	5	1	0	0	0	0	0	0	1	"Gm13742"	"processed_pseudogene"
"ENSMUSG00000082429.1"	0	0	2	0	0	0	0	0	0	"Gm13171"	"processed_pseudogene"
"ENSMUSG00000082431.3"	0	4.08	3.02	0	2	6.14	1.02	5.1	1.01	"Tdpx-ps1"	"processed_pseudogene"
"ENSMUSG00000082432.1"	6	0	4	0	1	0	0	0	8	"Gm11231"	"processed_pseudogene"
"ENSMUSG00000082433.2"	0	0.01	0.01	0	0	0.02	0	0	0	"Gm9025"	"processed_pseudogene"
"ENSMUSG00000082435.1"	0	16	5	0	0	1	0	0	2	"Gm13813"	"processed_pseudogene"
"ENSMUSG00000082436.1"	5	0	1	14	17	5	12	9	2	"Gm11688"	"processed_pseudogene"
"ENSMUSG00000082437.1"	0	0	0	0	0	0	0	0	0	"Gm15136"	"unprocessed_pseudogene"
"ENSMUSG00000082440.1"	0	1	3	0	0	2	0	0	0	"Gm4914"	"processed_pseudogene"
"ENSMUSG00000082442.1"	0	0	1	0	0	0	0	0	3	"Gm12686"	"processed_pseudogene"
"ENSMUSG00000082443.1"	0	0	1	0	0	0	0	0	0	"Gm12604"	"processed_pseudogene"
"ENSMUSG00000082444.1"	0	0	0	0	0	0	0	0	0	"Gm14709"	"processed_pseudogene"
"ENSMUSG00000082446.1"	0	0	1	0	0	0	0	0	0	"Gm13863"	"processed_pseudogene"
"ENSMUSG00000082447.1"	4	0	4	0	0	0	0	0	0	"Gm15364"	"processed_pseudogene"
"ENSMUSG00000082448.1"	9	6	0	0	0	0	0	0	0	"Gm11676"	"processed_pseudogene"
"ENSMUSG00000082449.1"	0	0	0	0	0	0	0	0	0	"Gm15244"	"processed_pseudogene"
"ENSMUSG00000082450.1"	1	1	0	6	0	0	0	0	2	"Mageb7-ps"	"unprocessed_pseudogene"
"ENSMUSG00000082451.1"	1	0	0	0	0	0	0	0	0	"Gm11894"	"processed_pseudogene"
"ENSMUSG00000082453.1"	6	7	4	1	0	1	0	0	0	"Gm11502"	"processed_pseudogene"
"ENSMUSG00000082454.3"	27.74	27.02	10.53	60.12	82.05	89.16	54.88	95.74	76.44	"Gm12183"	"processed_pseudogene"
"ENSMUSG00000082455.3"	0	0	2	0	0	0	0	0	0	"Gm13665"	"processed_pseudogene"
"ENSMUSG00000082456.1"	0	0	0	0	0	0	0	3	0	"Gm11598"	"processed_pseudogene"
"ENSMUSG00000082457.1"	3	12	8	0	0	0	0	0	3	"Gm13776"	"processed_pseudogene"
"ENSMUSG00000082458.1"	1	0	7	0	0	1	0	0	0	"Gm9430"	"processed_pseudogene"
"ENSMUSG00000082459.1"	2	3	3	0	0	0	0	0	2	"Gm11988"	"processed_pseudogene"
"ENSMUSG00000082460.1"	0	0	0	0	0	0	0	0	0	"Gm13685"	"processed_pseudogene"
"ENSMUSG00000082461.1"	5	0	7.33	1	0	0	0	0	8	"Gm8844"	"processed_pseudogene"
"ENSMUSG00000082462.1"	3	2	2	0	0	0	0	0	0	"Gm15147"	"unprocessed_pseudogene"
"ENSMUSG00000082463.1"	0	16	8	0	0	0	1	0	0	"Gm15765"	"processed_pseudogene"
"ENSMUSG00000082464.3"	0	2	0	0	1	0	9	0	1	"Rab9b-ps1"	"processed_pseudogene"
"ENSMUSG00000082465.1"	6.98	0	2.66	0	4.27	3.8	2.05	2.13	0	"Rps6-ps3"	"processed_pseudogene"
"ENSMUSG00000082467.1"	0	1	3	0	0	1	0	0	3	"Gm6743"	"processed_pseudogene"
"ENSMUSG00000082468.1"	1	0	0	0	0	0	0	0	0	"Gm12980"	"processed_pseudogene"
"ENSMUSG00000082472.1"	5	0	1	0	0	0	0	0	1	"Gm13501"	"processed_pseudogene"
"ENSMUSG00000082473.1"	1	11	11	0	2	0	1	0	0	"Kif22-ps"	"processed_pseudogene"
"ENSMUSG00000082474.3"	0	2.02	4.04	0	0	0	0	0	0	"Gm8213"	"processed_pseudogene"
"ENSMUSG00000082475.2"	0	7.41	0	0	4.16	4.22	4.4	3.03	1.89	"Gm7206"	"processed_pseudogene"
"ENSMUSG00000082476.1"	2.15	11.47	1	0	2	0	2	0	0	"Gm12242"	"processed_pseudogene"
"ENSMUSG00000082478.1"	0	0	0	0	0	0	0	0	0	"Gm11619"	"processed_pseudogene"
"ENSMUSG00000082479.3"	1	11	11	0	0	3	0	0	0	"Gm4746"	"processed_pseudogene"
"ENSMUSG00000082480.1"	12.4	16.8	17.71	4.1	26.02	13.43	14.73	23.71	15.72	"Gm11687"	"processed_pseudogene"
"ENSMUSG00000082481.1"	1.02	1	3.07	3	0	0	0	0	2	"Rps12-ps19"	"processed_pseudogene"
"ENSMUSG00000082482.2"	0	0	0	0	0	0	0	0	0	"H2afb2"	"protein_coding"
"ENSMUSG00000082483.1"	0	0	0	0	0	0	0	0	0	"Gm13486"	"processed_pseudogene"
"ENSMUSG00000082484.1"	2	7	3	0	0	0	0	0	0	"Gm16177"	"processed_pseudogene"
"ENSMUSG00000082485.1"	1	1	1	0	0	0	0	0	0	"Gm15693"	"processed_pseudogene"
"ENSMUSG00000082486.1"	6	1	1	0	0	0	0	0	0	"Gm11919"	"processed_pseudogene"
"ENSMUSG00000082487.1"	0	0	0	0	0	0	0	0	0	"Gm11628"	"processed_pseudogene"
"ENSMUSG00000082488.2"	0	0	0	0	0	0	0	0	0	"1700119I11Rik"	"antisense"
"ENSMUSG00000082489.1"	0	0	3.14	0	0	0	0	0	0	"Gm14356"	"processed_pseudogene"
"ENSMUSG00000082490.1"	3	0	0	0	0	0	0	0	0	"Gm11880"	"processed_pseudogene"
"ENSMUSG00000082491.1"	3.07	14.17	8.26	3.39	9.48	11.56	4.07	8.24	1.02	"Gm5909"	"processed_pseudogene"
"ENSMUSG00000082492.1"	0	0	0	0	0	0	0	0	0	"Gm14871"	"processed_pseudogene"
"ENSMUSG00000082494.1"	0	0	0	0	0	0	0	0	0	"Gm13687"	"processed_pseudogene"
"ENSMUSG00000082495.2"	0	11	4	3	0	0	0	0	3	"Gm12570"	"processed_pseudogene"
"ENSMUSG00000082496.3"	0	0	0	0	0	0	0	0	2	"Gm6798"	"processed_pseudogene"
"ENSMUSG00000082497.1"	0	3	4	0	0	0	0	0	0	"Gm40"	"unprocessed_pseudogene"
"ENSMUSG00000082498.1"	0	0	0	0	0	0	0	0	0	"Gm12937"	"processed_pseudogene"
"ENSMUSG00000082499.1"	1	7	5	0	0	0	0	0	1	"Gm13615"	"processed_pseudogene"
"ENSMUSG00000082500.1"	2	0	0	0	0	0	0	0	0	"Gm15195"	"processed_pseudogene"
"ENSMUSG00000082501.1"	0	0	3	0	0	0	0	0	0	"Gm11835"	"processed_pseudogene"
"ENSMUSG00000082502.1"	0	1	1	0	0	0	0	0	0	"Gm12636"	"processed_pseudogene"
"ENSMUSG00000082503.1"	0	0	2	2	0	0	6.02	2	2.58	"Gm12229"	"processed_pseudogene"
"ENSMUSG00000082504.1"	8	0	0	0	0	0	0	0	0	"Gm15003"	"processed_pseudogene"
"ENSMUSG00000082505.1"	0	0	0	0	0	0	0	0	0	"Gm14816"	"processed_pseudogene"
"ENSMUSG00000082507.1"	0	1	2	0	0	0	0	0	0	"Gm9378"	"processed_pseudogene"
"ENSMUSG00000082508.1"	6	1	0	0	0	0	0	0	0	"Rpl15-ps4"	"processed_pseudogene"
"ENSMUSG00000082510.1"	0	0	18.11	2.12	0	5.3	3.03	9.16	8.44	"Gm11793"	"processed_pseudogene"
"ENSMUSG00000082511.1"	5	0	0	0	0	1	1	0	0	"Gm4915"	"processed_pseudogene"
"ENSMUSG00000082512.1"	0	2	12	0	0	0	0	0	1	"Gm13937"	"processed_pseudogene"
"ENSMUSG00000082513.1"	8	1	2	5	0	0	0	1	6	"Gm15374"	"unprocessed_pseudogene"
"ENSMUSG00000082514.1"	4	4	3	0	0	0	0	0	0	"Gm11452"	"processed_pseudogene"
"ENSMUSG00000082515.1"	2	5	3	3	0	0	0	1	3	"Gm12902"	"processed_pseudogene"
"ENSMUSG00000082516.1"	0	0	0	0	0	0	0	0	0	"Gm13342"	"processed_pseudogene"
"ENSMUSG00000082517.1"	1	0	1	0	0	0	0	0	0	"Gm5757"	"processed_pseudogene"
"ENSMUSG00000082519.1"	10	7	2	1	0	0	3	0	1	"Vamp7-ps"	"processed_pseudogene"
"ENSMUSG00000082520.2"	0	0	1	0	0	14	1	0	0	"Gm13349"	"processed_pseudogene"
"ENSMUSG00000082523.1"	4	5	4	0	0	0	0	0	2	"Gm12667"	"processed_pseudogene"
"ENSMUSG00000082524.3"	0	0	0	0	0	0	0	0	0	"Gm6272"	"processed_pseudogene"
"ENSMUSG00000082526.1"	0	0	2	0	0	0	0	0	0	"Gm14067"	"processed_pseudogene"
"ENSMUSG00000082527.1"	0	0	0	0	0	0	0	0	0	"Gm8200"	"processed_pseudogene"
"ENSMUSG00000082528.1"	0	4	11	0	0	0	1	0	1	"Gm15182"	"processed_pseudogene"
"ENSMUSG00000082529.1"	1	0	6	0	0	1	0	0	0	"Gm11199"	"processed_pseudogene"
"ENSMUSG00000082530.1"	4.26	10.48	2.06	2.19	12.65	2.34	5.46	3.14	1.13	"Gm12168"	"processed_pseudogene"
"ENSMUSG00000082531.1"	0	0	0	0	0	0	0	0	0	"Gm11556"	"processed_pseudogene"
"ENSMUSG00000082532.1"	0	4	0	6	0	0	0	0	4	"Rpl31-ps6"	"processed_pseudogene"
"ENSMUSG00000082533.1"	0	0	0	0	0	0	0	0	0	"Gm11253"	"processed_pseudogene"
"ENSMUSG00000082534.1"	9	10	17	0	0	0	0	2	0	"Gm13712"	"unprocessed_pseudogene"
"ENSMUSG00000082535.1"	11.05	0	5.02	5.02	6.02	2.13	4.01	4.01	2	"Gm7860"	"processed_pseudogene"
"ENSMUSG00000082536.1"	539.39	378.02	103.05	456.77	552.88	501.34	580.95	630.27	412.86	"Gm13456"	"processed_pseudogene"
"ENSMUSG00000082537.1"	2	2	2	0	0	0	0	0	0	"Gm14981"	"processed_pseudogene"
"ENSMUSG00000082538.1"	0	8	0	0	0	0	0	0	0	"Gm14704"	"processed_pseudogene"
"ENSMUSG00000082539.1"	2	0	1	0	0	0	0	0	0	"Gm15207"	"processed_pseudogene"
"ENSMUSG00000082540.1"	0	10	1	0	0	0	0	0	2	"Vmn1r-ps112"	"unprocessed_pseudogene"
"ENSMUSG00000082541.1"	0	0	0	0	0	0	0	0	0	"Gm9095"	"processed_pseudogene"
"ENSMUSG00000082542.2"	0	0	1	0	0	0	0	0	0	"Gm13311"	"processed_pseudogene"
"ENSMUSG00000082543.1"	0	2	0	0	0	0	0	0	0	"Gm14336"	"processed_pseudogene"
"ENSMUSG00000082544.1"	0	0	6	0	0	0	0	0	0	"Gm11667"	"processed_pseudogene"
"ENSMUSG00000082545.1"	0	0	0	0	0	0	3	0	0	"Gm12196"	"processed_pseudogene"
"ENSMUSG00000082546.1"	0	0	4	0	0	0	0	0	0	"Gm14898"	"processed_pseudogene"
"ENSMUSG00000082547.2"	4	0	0	0	0	9	0	0	0	"Olfr1073-ps1"	"unprocessed_pseudogene"
"ENSMUSG00000082548.1"	0	0	0	0	0	0	0	0	0	"Gm12377"	"processed_pseudogene"
"ENSMUSG00000082549.1"	0	0	0	2.02	0	0	0	0	0	"Gm14813"	"processed_pseudogene"
"ENSMUSG00000082550.1"	0	0	0	0	0	0	0	0	1	"Gm12344"	"processed_pseudogene"
"ENSMUSG00000082551.1"	0	0	0	0	0	0	0	0	0	"Gm15065"	"processed_pseudogene"
"ENSMUSG00000082552.1"	0	1	0	0	0	3	0	0	0	"Gm11850"	"processed_pseudogene"
"ENSMUSG00000082553.1"	0	0	0	0	0	0	0	0	0	"Gm11404"	"processed_pseudogene"
"ENSMUSG00000082554.1"	1	7	15	0	0	0	0	0	2	"Gm15806"	"processed_pseudogene"
"ENSMUSG00000082555.1"	0	0	1	0	0	0	0	0	0	"Gm11406"	"processed_pseudogene"
"ENSMUSG00000082556.1"	0	0	4	0	0	0	0	0	0	"Gm5387"	"processed_pseudogene"
"ENSMUSG00000082558.1"	0	0	2	0	0	0	0	0	0	"Snrp1c-ps2"	"processed_pseudogene"
"ENSMUSG00000082560.1"	0	1	1	0	0	0	0	0	0	"Gm15157"	"processed_pseudogene"
"ENSMUSG00000082561.1"	0	1	4	0	0	0	3	0	2	"Gm15580"	"processed_pseudogene"
"ENSMUSG00000082562.1"	0	0	2	0	0	0	0	0	4	"Gm11726"	"processed_pseudogene"
"ENSMUSG00000082563.1"	0	5	0	0	0	0	0	0	0	"Gm15026"	"processed_pseudogene"
"ENSMUSG00000082564.1"	0	0	3	0	0	0	0	0	0	"Gm15586"	"processed_pseudogene"
"ENSMUSG00000082565.1"	1	0	1	0	0	5	0	0	0	"Gm5255"	"processed_pseudogene"
"ENSMUSG00000082566.1"	0	4	4	0	0	0	1	0	0	"Gm11485"	"processed_pseudogene"
"ENSMUSG00000082567.1"	0	8	3	0	0	0	0	0	0	"Gm14896"	"processed_pseudogene"
"ENSMUSG00000082569.1"	0	4	0	0	0	0	0	0	0	"Gm12634"	"processed_pseudogene"
"ENSMUSG00000082570.1"	1	7	0	0	0	0	0	0	0	"Gm15711"	"processed_pseudogene"
"ENSMUSG00000082571.1"	0	0	0	1	0	0	0	0	0	"Gm8737"	"processed_pseudogene"
"ENSMUSG00000082573.1"	0	0	1	0	0	0	0	0	0	"Gm11903"	"processed_pseudogene"
"ENSMUSG00000082574.3"	3	4	27	0	0	0	0	0	1	"Olfr1268-ps1"	"polymorphic_pseudogene"
"ENSMUSG00000082575.1"	43.39	36.01	21.23	18	26.01	25.01	22.01	24	43.11	"Gm13050"	"processed_pseudogene"
"ENSMUSG00000082576.1"	2	0	0	0	0	0	0	0	0	"Gm12058"	"processed_pseudogene"
"ENSMUSG00000082577.2"	0	0	0	0	0	0	0	0	0	"Olfr1003-ps1"	"unprocessed_pseudogene"
"ENSMUSG00000082578.1"	3	0	1	0	4	0	0	0	1	"Gm13527"	"processed_pseudogene"
"ENSMUSG00000082579.1"	0	5	3.01	0	0	0	1.02	0	0.56	"Gm11979"	"processed_pseudogene"
"ENSMUSG00000082580.3"	1	0	0	0	0	0	0	0	0	"Gm13182"	"processed_pseudogene"
"ENSMUSG00000082581.2"	0	0	5	0	0	0	0	0	0	"Gm13761"	"processed_pseudogene"
"ENSMUSG00000082583.2"	1	0	2	0	0	0	0	0	0	"Olfr336-ps1"	"unprocessed_pseudogene"
"ENSMUSG00000082584.1"	0	0	1	0	0	0	0	0	0	"Gm8569"	"processed_pseudogene"
"ENSMUSG00000082585.3"	355.66	316.87	100.58	1823.49	1872.93	1593.56	2185.59	3063.08	1437.02	"Gm15387"	"processed_pseudogene"
"ENSMUSG00000082586.2"	0	0	0	0	0	0	0	0	0	"Sult2a-ps1"	"unprocessed_pseudogene"
"ENSMUSG00000082587.1"	2	2	3	0	0	0	0	0	1	"Gm12129"	"processed_pseudogene"
"ENSMUSG00000082588.1"	10	0	5	6	1	0	8	6	3	"Gm15443"	"processed_pseudogene"
"ENSMUSG00000082589.1"	0	0	0	0	0	0	0	0	3	"Gm12433"	"processed_pseudogene"
"ENSMUSG00000082590.1"	0	0	0	0	0	0	0	0	0	"Gm14943"	"processed_pseudogene"
"ENSMUSG00000082591.1"	2	0	2	0	0	0	0	0	0	"Gm11558"	"processed_pseudogene"
"ENSMUSG00000082592.1"	0	0	0	0	0	0	0	0	0	"Gm12950"	"processed_pseudogene"
"ENSMUSG00000082593.1"	2	0	2	3	0	0	6	1	2	"Gm11331"	"unprocessed_pseudogene"
"ENSMUSG00000082594.1"	2	15	1	3	0	0	0	0	0	"Gm15074"	"processed_pseudogene"
"ENSMUSG00000082595.1"	0	0	0	0	0	0	0	0	0	"Gm14793"	"processed_pseudogene"
"ENSMUSG00000082596.1"	2	4	9	0	0	0	0	0	0	"Gm14227"	"processed_pseudogene"
"ENSMUSG00000082597.1"	0	0	2	0	0	0	0	0	0	"Gm12645"	"processed_pseudogene"
"ENSMUSG00000082598.1"	0	0	1	0	0	0	0	0	0	"Gm15212"	"processed_pseudogene"
"ENSMUSG00000082599.3"	0	2	6.42	1	0	0	0	1.05	0	"Gm13141"	"processed_pseudogene"
"ENSMUSG00000082600.1"	0	0	0	0	0	0	0	0	0	"Gm9673"	"processed_pseudogene"
"ENSMUSG00000082601.1"	0	0	0	0	0	0	0	0	0	"Gm12700"	"processed_pseudogene"
"ENSMUSG00000082602.1"	4	3	4	0	0	0	0	0	1	"Gm15021"	"processed_pseudogene"
"ENSMUSG00000082604.3"	8.06	0	1	0	0	0	0	0	0	"Gm8482"	"processed_pseudogene"
"ENSMUSG00000082605.1"	0	11	1	0	3	0	0	0	5	"Gm16148"	"processed_pseudogene"
"ENSMUSG00000082606.1"	0	0	0	0	0	0	0	0	0	"Gm14638"	"unprocessed_pseudogene"
"ENSMUSG00000082607.1"	1	0	2	0	0	4	0	0	0	"Gm12045"	"processed_pseudogene"
"ENSMUSG00000082608.1"	0	0	2	0	0	0	0	0	0	"Gm7670"	"processed_pseudogene"
"ENSMUSG00000082609.1"	1	6	3	3.01	0	1	0	0	1	"Gm15464"	"processed_pseudogene"
"ENSMUSG00000082610.1"	0	0	0	0	0	0	0	0	0	"Gm13829"	"processed_pseudogene"
"ENSMUSG00000082611.1"	0	0	4	0	0	0	0	0	0	"Gm7746"	"processed_pseudogene"
"ENSMUSG00000082612.1"	0	3	8	0	0	0	0	0	0	"4930503H13Rik"	"processed_pseudogene"
"ENSMUSG00000082613.1"	0	6	9	0	0	0	0	0	0	"Gm12518"	"processed_pseudogene"
"ENSMUSG00000082614.1"	2	0	0	0	0	3	0	0	0	"Gm12149"	"processed_pseudogene"
"ENSMUSG00000082615.1"	5.3	0	6.38	0	0	0	0	0	6.1	"Gm13239"	"processed_pseudogene"
"ENSMUSG00000082616.1"	0	0	0	0	0	0	0	0	0	"Gm6025"	"processed_pseudogene"
"ENSMUSG00000082617.3"	0	0	0	0	0	0	0	0	0	"Smt3h2-ps"	"processed_pseudogene"
"ENSMUSG00000082618.1"	0	0	0	0	0	0	0	0	0	"Gm14852"	"unprocessed_pseudogene"
"ENSMUSG00000082619.1"	0	4	1	0	0	0	0	0	0	"Gm16219"	"processed_pseudogene"
"ENSMUSG00000082620.1"	0	0	0	0	0	0	0	0	1	"Gm8244"	"processed_pseudogene"
"ENSMUSG00000082621.1"	3	0	0	0	0	0	0	0	0	"Rpl7a-ps13"	"processed_pseudogene"
"ENSMUSG00000082622.1"	0	5	0	0	0	0	0	0	0	"Gm12632"	"processed_pseudogene"
"ENSMUSG00000082623.1"	0	0	1	0	1	0	2	0	2	"Gm15493"	"processed_pseudogene"
"ENSMUSG00000082624.1"	1	0	4	0	0	0	0	0	1	"Gm12535"	"processed_pseudogene"
"ENSMUSG00000082625.1"	2.01	13.07	5.29	0	0	8.01	0	2.04	0	"Gm15204"	"processed_pseudogene"
"ENSMUSG00000082626.1"	0	0	2.42	2.29	4.91	0	0	0	0	"Rps13-ps5"	"processed_pseudogene"
"ENSMUSG00000082628.1"	0	3	3	0	0	0	0	0	0	"Gm12566"	"processed_pseudogene"
"ENSMUSG00000082629.3"	0	0	14.17	3	1	5	0	0	0	"Gm5639"	"processed_pseudogene"
"ENSMUSG00000082630.1"	0	0	7	0	0	0	0	0	2	"Gm14834"	"processed_pseudogene"
"ENSMUSG00000082632.2"	0	4	4	0	0	0	0	0	0	"Gm13365"	"processed_pseudogene"
"ENSMUSG00000082633.1"	0	0	4	0	0	0	0	0	0	"Gm15779"	"processed_pseudogene"
"ENSMUSG00000082634.1"	0	0	2	0	0	0	0	0	0	"Gm12900"	"processed_pseudogene"
"ENSMUSG00000082635.2"	0	0	0	0	0	0	0	0	0	"Gm14750"	"unprocessed_pseudogene"
"ENSMUSG00000082636.1"	0	0	0	0	0	0	0	0	0	"Gm14923"	"processed_pseudogene"
"ENSMUSG00000082637.2"	0	0	0	0	0	0	0	0	0	"Gm11248"	"processed_pseudogene"
"ENSMUSG00000082638.1"	0	0	0	0	0	0	0	0	0	"Gm12815"	"processed_pseudogene"
"ENSMUSG00000082639.8"	0	0	0	0	0	0	0	0	0	"Gm2012"	"protein_coding"
"ENSMUSG00000082641.1"	0	0	0	0	0	0	0	0	0	"Rpl30-ps5"	"processed_pseudogene"
"ENSMUSG00000082644.1"	0	0	0	0	0	0	0	0	0	"Mup-ps19"	"unprocessed_pseudogene"
"ENSMUSG00000082645.3"	0	0	0	0	0	0	0	0	0	"Gm15481"	"processed_pseudogene"
"ENSMUSG00000082646.1"	0	0	0	0	2	0	0	0	0	"Gm12732"	"processed_pseudogene"
"ENSMUSG00000082647.1"	0	0	0	3	0	0	2	0	0	"Gm14056"	"processed_pseudogene"
"ENSMUSG00000082648.1"	0	0	0	0	0	0	0	0	0	"Gm11366"	"processed_pseudogene"
"ENSMUSG00000082649.1"	0	6	1	0	0	0	0	0	0	"Gm12754"	"processed_pseudogene"
"ENSMUSG00000082650.1"	0	0	0	0	0	0	0	0	0	"Gm15358"	"processed_pseudogene"
"ENSMUSG00000082651.1"	0	0	0	4	0	0	0	0	0	"Gm14001"	"processed_pseudogene"
"ENSMUSG00000082652.1"	0	0	5.84	0	0	2	0	0	0	"Gm14725"	"unprocessed_pseudogene"
"ENSMUSG00000082653.1"	2	4	7	1	0	0	0	0	9	"Gm15897"	"processed_pseudogene"
"ENSMUSG00000082655.1"	4	0	0	0	0	0	0	0	0	"Gm7857"	"processed_pseudogene"
"ENSMUSG00000082656.1"	0	5	0	0	0	0	0	0	0	"Vmn1r-ps125"	"unprocessed_pseudogene"
"ENSMUSG00000082657.1"	0	0	0	0	0	0	0	0	0	"Gm14736"	"processed_pseudogene"
"ENSMUSG00000082658.1"	19	13	54	4	5	2	0	8	1	"Fau-ps2"	"processed_pseudogene"
"ENSMUSG00000082660.1"	0	0	0	0	0	4	0	0	0	"Gm14612"	"processed_pseudogene"
"ENSMUSG00000082661.1"	2	8	7	0	0	0	2	0	0	"Gm11590"	"processed_pseudogene"
"ENSMUSG00000082662.1"	4	0	0	0	0	0	0.83	0	0	"Gm15516"	"processed_pseudogene"
"ENSMUSG00000082663.2"	0	3	0	0	0	0	0	0	1	"Trav13-3"	"TR_V_pseudogene"
"ENSMUSG00000082664.1"	4	0	4	0	0	0	0	0	0	"Gm8761"	"processed_pseudogene"
"ENSMUSG00000082665.1"	2	4	9	0	0	0	0	0	1	"Gm11470"	"processed_pseudogene"
"ENSMUSG00000082666.1"	3	4	0	0	0	0	0	0	0	"Gm13677"	"processed_pseudogene"
"ENSMUSG00000082667.1"	0	0	0	0	0	0	0	0	0	"Gm11348"	"processed_pseudogene"
"ENSMUSG00000082669.1"	0	0	0	0	0	0	0	0	0	"Gm5393"	"processed_pseudogene"
"ENSMUSG00000082670.1"	0	0	0	0	0	0	0	0	0	"Gm14050"	"processed_pseudogene"
"ENSMUSG00000082671.2"	0	9	7	0	0	0	0	0	2	"Gm14006"	"processed_pseudogene"
"ENSMUSG00000082672.1"	0	0	0	0	0	0	0	0	0	"Gm11876"	"processed_pseudogene"
"ENSMUSG00000082673.1"	0	0	0	0	0	0	0	0	0	"Gm11857"	"processed_pseudogene"
"ENSMUSG00000082674.1"	7.73	1.12	5.28	1.17	7.77	11.77	4.57	15.22	1.09	"Gm11914"	"processed_pseudogene"
"ENSMUSG00000082675.1"	6	0	0	3	6	3	5	3	3	"Gm6382"	"processed_pseudogene"
"ENSMUSG00000082676.1"	6	0	1	0	0	0	1	0	3	"Gm11843"	"processed_pseudogene"
"ENSMUSG00000082677.1"	3	6	2	0	2	0	1	0	0	"Gm15371"	"unprocessed_pseudogene"
"ENSMUSG00000082678.1"	5	3.01	19	0	0	1	4.01	1	0	"Gm12818"	"processed_pseudogene"
"ENSMUSG00000082679.1"	0	0	0	0	0	0	0	0	0	"Gm13469"	"processed_pseudogene"
"ENSMUSG00000082680.1"	0	0	3	0	0	0	0	0	0	"Gm14885"	"processed_pseudogene"
"ENSMUSG00000082681.1"	0	0	0	0	0	0	0	0	0	"Cyp2j7-ps1"	"unprocessed_pseudogene"
"ENSMUSG00000082682.1"	0	0	0	0	0	0	0	0	0	"Gm15349"	"processed_pseudogene"
"ENSMUSG00000082683.1"	1	0	5	0	0	0	0	0	2	"Gm12697"	"processed_pseudogene"
"ENSMUSG00000082684.1"	0	0	0	0	0	0	0	0	3	"Gm12774"	"processed_pseudogene"
"ENSMUSG00000082686.1"	1	7	8	0	0	0	0	0	6	"Gm12961"	"processed_pseudogene"
"ENSMUSG00000082687.1"	0	4	0	0	0	0	0	0	0	"Gm11474"	"processed_pseudogene"
"ENSMUSG00000082688.1"	1	0	6	0	0	4	0	0	3	"Gm12124"	"processed_pseudogene"
"ENSMUSG00000082689.1"	0	0	4	0	0	1	0	0	0	"Gm14156"	"processed_pseudogene"
"ENSMUSG00000082690.1"	0	0	0	0	0	0	0	0	0	"Gm14972"	"processed_pseudogene"
"ENSMUSG00000082691.6"	8.74	0	0	0	0	9.32	1.22	4.96	1.23	"Dynlt1-ps1"	"processed_pseudogene"
"ENSMUSG00000082692.2"	0	0	0	0	0	0	0	2	0	"H2af-ps"	"processed_pseudogene"
"ENSMUSG00000082693.3"	1	0	2	0	0	0	0	0	0	"Gm15190"	"processed_pseudogene"
"ENSMUSG00000082696.1"	0	0	9	0	0	0	4	0	1	"Gm15040"	"processed_pseudogene"
"ENSMUSG00000082698.1"	4	0	7	3	0	0	0	0	0	"Gm15316"	"processed_pseudogene"
"ENSMUSG00000082699.1"	0	0	0	0	0	0	0	0	0	"Gm12736"	"processed_pseudogene"
"ENSMUSG00000082700.1"	0	8	4	0	0	0	0	0	0	"Gm13792"	"processed_pseudogene"
"ENSMUSG00000082701.1"	9	0	5	0	0	7	0	0	0	"Gm14460"	"processed_pseudogene"
"ENSMUSG00000082703.1"	0	0	4	0	0	0	0	0	1	"Gm11907"	"processed_pseudogene"
"ENSMUSG00000082704.1"	0	0	1	0	0	0	0	0	5	"Gm12515"	"processed_pseudogene"
"ENSMUSG00000082705.1"	2.04	4.42	0	1.69	6.1	2.02	6.08	3.55	0	"Gm15616"	"processed_pseudogene"
"ENSMUSG00000082706.1"	0	0	1	0	0	0	0	0	0	"Gm11663"	"processed_pseudogene"
"ENSMUSG00000082707.1"	0	4	1	0	0	0	0	0	0	"Gm6881"	"processed_pseudogene"
